CID_Outside_Identifier,Practice Size,Practice Size Code,Specialty,Specialty Code,CFPR,NCR,CPL45,DARO120,DAR
6162-1-1,Single Provider,1,Mental Health,1,0.9667,0.8328,0.8976,0.0048,15.570332
6718-1-1,Single Provider,1,Mental Health,1,0.9667,0.399,0.6556,0,20.764423
5271-1-4,Big Practice,4,Mental Health,1,0.9669,0.8917,0.6206,0.0474,39.23243767
7276-1-1,Single Provider,1,Mental Health,1,0.967,1,0.8681,0,19.682927
6104-1-1,Single Provider,1,Mental Health,1,0.9671,0.8166,0.8152,0.0022,28.966641
5210-1-4,Big Practice,4,Mental Health,1,0.9672,0.9666,0.8169,0.0155,47.73175926
6342-1-2,Small Practice,2,Mental Health,1,0.9672,0.9361,0.8838,0.0046,18.050443
6825-1-4,Big Practice,4,Mental Health,1,0.9672,0.9553,0.4458,0.0521,37.240566
7445-1-1,Single Provider,1,Mental Health,1,0.9672,0.6105,0.459,0,37.73913
347-1-2,Small Practice,2,Mental Health,1,0.9674,0.6376,0.6157,0.0071,27.761058
4371-1-4,Big Practice,4,Mental Health,1,0.9674,0.9773,0.7569,0.0027,29.6912928
5470-1-1,Single Provider,1,Mental Health,1,0.9674,0.995,0.9239,0.0083,87.150815
2154-1-2,Small Practice,2,Mental Health,1,0.9675,0.9099,0.799,0.05,30.248851
5755-1-3,Medium Practice,3,Mental Health,1,0.9676,0.9193,0.8643,0.0072,19.744157
4688-1-1,Single Provider,1,Mental Health,1,0.9679,0.9842,0.8281,0.01,32.571861
5682-1-1,Single Provider,1,Mental Health,1,0.9679,0.9826,0.4985,0.0146,48.431548
4353-1-1,Single Provider,1,Mental Health,1,0.968,0.9658,0.9233,0.01,18.103412
6902-1-2,Small Practice,2,Mental Health,1,0.968,0.5274,0.6204,0.014,24.056944
6388-1-1,Single Provider,1,Mental Health,1,0.9681,0.4085,0.5723,0,14.989362
1205-1-2,Small Practice,2,Mental Health,1,0.9682,0.7726,0.7045,0.0144,32.707617
3736-1-2,Small Practice,2,Mental Health,1,0.9682,0.7303,0.8772,0.0044,17.091914
1397-1-3,Medium Practice,3,Mental Health,1,0.9683,0.9277,0.8684,0.0082,18.26980575
1869-1-4,Big Practice,4,Mental Health,1,0.9683,0.9466,0.851,0.0171,27.430746
4370-1-2,Small Practice,2,Mental Health,1,0.9684,0.9843,0.9304,0.0047,23.67355
4590-1-4,Big Practice,4,Mental Health,1,0.9685,0.9786,0.7109,0.0281,39.616801
7134-1-1,Single Provider,1,Mental Health,1,0.9685,0.8909,0.8044,0.0221,33.53169
1535-1-4,Big Practice,4,Mental Health,1,0.9686,0.9583,0.7655,0.0141,32.933122
5633-1-1,Single Provider,1,Mental Health,1,0.9686,0.9522,0.893,0.0111,19.809249
3183-1-1,Single Provider,1,Mental Health,1,0.9689,0.9486,0.8652,0.0046,23.745491
51-1-4,Big Practice,4,Mental Health,1,0.9689,0.94,0.6957,0.0154,35.23558817
1889-1-1,Single Provider,1,Mental Health,1,0.969,1.0198,0.4588,0.0845,57.510539
6181-1-4,Big Practice,4,Mental Health,1,0.969,0.8462,0.9429,0.0096,31.92899829
6672-1-4,Big Practice,4,Mental Health,1,0.9691,0.9222,0.4728,0.0785,54.645833
4577-1-1,Single Provider,1,Mental Health,1,0.9692,0.8656,0.6845,0.0185,35.496872
6914-1-2,Small Practice,2,Mental Health,1,0.9692,1,0.8771,0.0157,18.517421
3069-1-4,Big Practice,4,Mental Health,1,0.9693,0.9215,0.8048,0.0321,27.498037
4125-1-4,Big Practice,4,Mental Health,1,0.9694,0.9279,0.8444,0.0179,24.21263723
7223-1-2,Small Practice,2,Mental Health,1,0.9694,0.9818,0.8111,0.0446,35.813669
7170-1-3,Medium Practice,3,Mental Health,1,0.9695,0.9778,0.8841,0.0099,34.5863095
5826-1-4,Big Practice,4,Mental Health,1,0.9696,0.9806,0.7797,0.0178,33.073033
4053-1-4,Big Practice,4,Mental Health,1,0.9697,0.8669,0.7908,0.0158,29.70179592
4099-1-1,Single Provider,1,Mental Health,1,0.9697,1,0.9,0.0236,20.451069
6800-1-1,Single Provider,1,Mental Health,1,0.9697,0.0811,0.1742,0.0076,47.076923
3372-1-1,Single Provider,1,Mental Health,1,0.9698,0.9432,0.9095,0.0043,20.92
5447-1-1,Single Provider,1,Mental Health,1,0.9698,0.9759,0.8492,0.0157,24.991515
6029-1-2,Small Practice,2,Mental Health,1,0.9698,0.7178,0.7535,0.0189,25.975928
6584-1-3,Medium Practice,3,Mental Health,1,0.97,0.8958,0.8419,0.0343,26.310446
5701-1-2,Small Practice,2,Mental Health,1,0.9701,0.9782,0.6255,0.0143,29.630088
4720-1-2,Small Practice,2,Mental Health,1,0.9702,0.8223,0.7803,0.0059,26.174581
6712-1-1,Single Provider,1,Mental Health,1,0.9703,0.8792,0.6139,0.1386,52.28
7053-1-3,Medium Practice,3,Mental Health,1,0.9703,0.9138,0.8567,0.0148,24.38061
3764-1-1,Single Provider,1,Mental Health,1,0.9706,0.9502,0.8996,0.0024,18.249372
7496-1-1,Single Provider,1,Mental Health,1,0.9706,0.1831,0.1471,0,38
1471-1-1,Single Provider,1,Mental Health,1,0.9709,0.8431,0.6349,0.047,42.296753
1100-1-4,Big Practice,4,Mental Health,1,0.9711,0.9462,0.8249,0.0095,22.18503253
6126-1-3,Medium Practice,3,Mental Health,1,0.9712,0.9525,0.8069,0.0214,27.487702
2762-1-2,Small Practice,2,Mental Health,1,0.9713,0.865,0.6228,0.0154,37.758311
4749-1-2,Small Practice,2,Mental Health,1,0.9713,0.586,0.6647,0.0008,18.22286
6022-1-2,Small Practice,2,Mental Health,1,0.9717,0.7653,0.695,0.0523,40.576112
5890-1-1,Single Provider,1,Mental Health,1,0.9719,1,0.4382,0.0169,77.02809
7752-1-1,Single Provider,1,Mental Health,1,0.9719,0.7532,0.6296,0.003,37.358025
3671-1-1,Single Provider,1,Mental Health,1,0.972,0.9589,0.9437,0.0168,16.850821
4097-1-2,Small Practice,2,Mental Health,1,0.972,0.9884,0.9073,0.0088,31.363687
6638-1-1,Single Provider,1,Mental Health,1,0.972,0.9696,0.2555,0.053,62.266667
771-1-3,Medium Practice,3,Mental Health,1,0.972,0.9588,0.8596,0.0145,22.020072
3526-1-4,Big Practice,4,Mental Health,1,0.9721,0.9882,0.9279,0.0092,26.93147206
4619-1-2,Small Practice,2,Mental Health,1,0.9721,0.9338,0.9268,0.0072,18.951496
6142-1-1,Single Provider,1,Mental Health,1,0.9721,0.7718,0.8144,0.004,15.965197
5608-1-1,Single Provider,1,Mental Health,1,0.9722,0.985,0.7778,0,23.285714
5842-1-1,Single Provider,1,Mental Health,1,0.9722,0.6951,0.7163,0.0236,30.591806
6953-1-1,Single Provider,1,Mental Health,1,0.9722,0.8636,0.8611,0,19.373134
4579-1-2,Small Practice,2,Mental Health,1,0.9724,0.7167,0.7467,0.0051,23.427711
6470-1-2,Small Practice,2,Mental Health,1,0.9724,0.6516,0.6401,0.009,34.630435
6292-1-1,Single Provider,1,Mental Health,1,0.9725,0.8857,0.9027,0.0046,22.567493
3095-1-4,Big Practice,4,Mental Health,1,0.9726,0.8782,1.0333,0.0074,33.5169772
2058-1-3,Medium Practice,3,Mental Health,1,0.9727,0.9757,0.7867,0.0314,29.4326365
6605-1-2,Small Practice,2,Mental Health,1,0.9727,0.9957,0.7853,0.0273,25.41351
3787-1-1,Single Provider,1,Mental Health,1,0.9729,0.7036,0.7805,0.0026,26.420568
5917-1-4,Big Practice,4,Mental Health,1,0.9729,0.9649,0.8539,0.0141,27.96365064
7374-1-1,Single Provider,1,Mental Health,1,0.9729,0.9114,0.9789,0,16.614458
4778-1-1,Single Provider,1,Mental Health,1,0.973,0.96,0.7683,0.0373,35.23506
5200-1-1,Single Provider,1,Mental Health,1,0.973,0.2582,0.1227,0.0189,51.320122
4645-1-1,Single Provider,1,Mental Health,1,0.9731,0.9341,0.9014,0.0071,24.636984
5720-1-2,Small Practice,2,Mental Health,1,0.9732,0.9214,0.3423,0.1865,77.724008
6228-1-4,Big Practice,4,Mental Health,1,0.9732,0.9526,0.7626,0.0232,29.07679453
6649-1-1,Single Provider,1,Mental Health,1,0.9732,0.939,0.5982,0.0446,48.822472
7785-1-2,Small Practice,2,Mental Health,1,0.9732,0.3216,0.6161,0,18.072464
3979-1-1,Single Provider,1,Mental Health,1,0.9733,0.9117,0.5333,0.0987,52.647399
664-1-1,Single Provider,1,Mental Health,1,0.9733,0.8033,0.7033,0.0267,36.564286
3424-1-3,Medium Practice,3,Mental Health,1,0.9734,0.9733,0.5021,0.072,47.828329
3692-1-1,Single Provider,1,Mental Health,1,0.9736,1.0431,0.8358,0.0075,24.017375
7437-1-1,Single Provider,1,Mental Health,1,0.9736,0.7307,0.8905,0.0041,20.115414
2529-1-1,Single Provider,1,Mental Health,1,0.9737,0.5569,0.55,0.0279,40.168519
7644-1-1,Single Provider,1,Mental Health,1,0.9737,0.4206,0.4561,0,26.142857
6976-1-4,Big Practice,4,Mental Health,1,0.9738,0.8506,0.7644,0.0042,20.847241
5472-1-1,Single Provider,1,Mental Health,1,0.9739,1.0023,0.9205,0.0084,19.563945
5976-1-1,Single Provider,1,Mental Health,1,0.9739,1.0139,0.8235,0,22.715232
953-1-4,Big Practice,4,Mental Health,1,0.9739,1.1627,0.8624,0.014,34.08754987
1696-1-1,Single Provider,1,Mental Health,1,0.974,0.7846,0.5896,0.0219,39.436533
3846-1-4,Big Practice,4,Mental Health,1,0.974,0.9923,0.3796,0.0862,48.349355
47-1-4,Big Practice,4,Mental Health,1,0.974,0.9387,0.8381,0.0155,53.53894241
1411-1-4,Big Practice,4,Mental Health,1,0.9741,0.9925,0.9342,0.0018,13.430988
1672-1-1,Single Provider,1,Mental Health,1,0.9741,0.8258,0.6444,0.0685,48.743017
3931-1-4,Big Practice,4,Mental Health,1,0.9742,0.9614,0.6757,0.0141,42.3209714
5145-1-3,Medium Practice,3,Mental Health,1,0.9742,0.9114,0.6433,0.0388,43.03997
5642-1-1,Single Provider,1,Mental Health,1,0.9742,0.719,0.7679,0.006,22.453901
5430-1-1,Single Provider,1,Mental Health,1,0.9743,0.921,0.7053,0.0629,55.415393
4929-1-2,Small Practice,2,Mental Health,1,0.9744,1.001,0.9582,0,13.920929
5112-1-2,Small Practice,2,Mental Health,1,0.9744,0.9683,0.8525,0.0285,32.047809
5660-1-1,Single Provider,1,Mental Health,1,0.9744,0.887,0.9359,0,25.653846
2820-1-1,Single Provider,1,Mental Health,1,0.9745,0.9542,0.7103,0.029,33.397878
6041-1-4,Big Practice,4,Mental Health,1,0.9746,0.9301,0.8252,0.0196,23.833081
7335-1-1,Single Provider,1,Mental Health,1,0.9748,0.877,0.7154,0.0597,37.151007
1363-1-1,Single Provider,1,Mental Health,1,0.9749,0.785,0.8275,0.008,14.003484
6055-1-4,Big Practice,4,Mental Health,1,0.9749,0.8201,0.7009,0.0049,50.28570764
1318-1-1,Single Provider,1,Mental Health,1,0.975,0.8561,0.783,0.0204,23.218341
1433-1-4,Big Practice,4,Mental Health,1,0.9753,0.9058,0.8571,0.014,26.161674
6048-1-4,Big Practice,4,Mental Health,1,0.9753,0.9199,0.8242,0.0136,22.824896
6667-1-4,Big Practice,4,Mental Health,1,0.9753,0.9284,0.8857,0.0162,19.207309
6056-1-3,Medium Practice,3,Mental Health,1,0.9754,0.9876,0.8433,0.0252,26.74803
903-1-4,Big Practice,4,Mental Health,1,0.9754,0.8969,0.8077,0.0235,30.43580971
6419-1-4,Big Practice,4,Mental Health,1,0.9755,0.9892,0.8865,0.0127,35.04811833
6274-1-4,Big Practice,4,Mental Health,1,0.9756,0.8353,0.7052,0.0162,32.3064982
7670-1-1,Single Provider,1,Mental Health,1,0.9756,0.9183,0.8862,0,21.108333
2514-1-4,Big Practice,4,Mental Health,1,0.9757,0.9251,0.8701,0.0086,30.08616036
6480-1-1,Single Provider,1,Mental Health,1,0.9757,0.729,0.497,0.0036,23.271111
4325-1-1,Single Provider,1,Mental Health,1,0.9759,0.6239,0.6631,0.0168,26.168558
91-1-1,Single Provider,1,Mental Health,1,0.9759,0.9342,0.7651,0.0452,34.228395
6660-1-4,Big Practice,4,Mental Health,1,0.976,0.8094,0.719,0.0214,37.34539025
989-1-1,Single Provider,1,Mental Health,1,0.9761,0.9406,0.8989,0.0129,23.474954
5822-1-4,Big Practice,4,Mental Health,1,0.9762,0.8758,0.8999,0.0077,21.90677022
4321-1-1,Single Provider,1,Mental Health,1,0.9763,1.0013,0.7706,0,26.811594
5280-1-1,Single Provider,1,Mental Health,1,0.9763,0.9963,0.9026,0.0057,23.010771
6139-1-4,Big Practice,4,Mental Health,1,0.9763,0.791,0.6208,0.0205,46.59563831
899-1-4,Big Practice,4,Mental Health,1,0.9763,0.9641,0.8829,0.011,23.30596896
4079-1-1,Single Provider,1,Mental Health,1,0.9764,0.9574,0.7631,0.0133,20.933833
5286-1-1,Single Provider,1,Mental Health,1,0.9764,0.9613,0.8286,0.0209,25.513194
1008-1-2,Small Practice,2,Mental Health,1,0.9765,0.969,0.8234,0.0334,29.116902
5902-1-4,Big Practice,4,Mental Health,1,0.9765,0.9416,0.7952,0.014,29.764849
1356-1-1,Single Provider,1,Mental Health,1,0.9767,1,0.7326,0.1163,35.802326
3668-1-1,Single Provider,1,Mental Health,1,0.9767,0.9275,0.5294,0.0988,54.393534
821-1-3,Medium Practice,3,Mental Health,1,0.9767,0.9065,0.7276,0.0073,26.87299
2915-1-4,Big Practice,4,Mental Health,1,0.9769,0.9666,0.8769,0.0094,21.988743
1716-1-1,Single Provider,1,Mental Health,1,0.977,1.0172,0.9462,0.0048,16.292761
2081-1-4,Big Practice,4,Mental Health,1,0.977,0.947,0.8118,0.0204,37.273548
2064-1-2,Small Practice,2,Mental Health,1,0.9771,0.909,0.8649,0.015,24.82743
5573-1-1,Single Provider,1,Mental Health,1,0.9771,0.8748,0.6336,0.0153,37.576577
7021-1-3,Medium Practice,3,Mental Health,1,0.9772,0.9714,0.8929,0.005,17.102343
2184-1-1,Single Provider,1,Mental Health,1,0.9773,0.7745,0.6316,0.0096,32.366379
2445-1-2,Small Practice,2,Mental Health,1,0.9773,0.9181,0.8178,0.0098,22.388816
755-1-1,Single Provider,1,Mental Health,1,0.9773,0.9892,0.7993,0.0073,32.186081
5293-1-3,Medium Practice,3,Mental Health,1,0.9774,0.9418,0.6642,0.183,50.533163
582-1-2,Small Practice,2,Mental Health,1,0.9775,0.8614,0.8011,0.0096,24.022163
843-1-1,Single Provider,1,Mental Health,1,0.9775,1,0.9533,0.0023,23.341984
7149-1-3,Medium Practice,3,Mental Health,1,0.9777,0.7935,0.8236,0.0007,19.86914157
250-1-3,Medium Practice,3,Mental Health,1,0.9778,0.9794,0.8649,0.0055,24.765175
5782-1-2,Small Practice,2,Mental Health,1,0.9778,0.9114,0.6108,0.0195,40.823565
7176-1-1,Single Provider,1,Mental Health,1,0.9778,0.7967,0.8481,0.0019,22.457256
7589-1-1,Single Provider,1,Mental Health,1,0.9778,1,0.8667,0,13.025641
1924-1-4,Big Practice,4,Mental Health,1,0.9779,1.0193,0.7875,0.0388,32.80925438
2252-1-3,Medium Practice,3,Mental Health,1,0.9779,0.9802,0.9051,0.0266,21.478569
4780-1-3,Medium Practice,3,Mental Health,1,0.9779,0.9283,0.4601,0.0367,36.201803
7848-1-1,Single Provider,1,Mental Health,1,0.9779,0.9476,0.7528,0.0213,33.218639
3472-1-1,Single Provider,1,Mental Health,1,0.978,0.7632,0.6942,0.0066,29.366048
3501-1-4,Big Practice,4,Mental Health,1,0.978,0.8269,0.8771,0.0075,16.976345
6487-1-1,Single Provider,1,Mental Health,1,0.978,0.9751,0.9478,0,15.891667
5380-1-2,Small Practice,2,Mental Health,1,0.9781,0.9964,0.8784,0.012,21.015556
1151-1-4,Big Practice,4,Mental Health,1,0.9783,0.8348,0.8379,0.0065,25.216199
4056-1-2,Small Practice,2,Mental Health,1,0.9783,0.8537,0.4923,0.0712,55.794393
5163-1-3,Medium Practice,3,Mental Health,1,0.9783,0.9021,0.9393,0.0028,17.505124
6078-1-1,Single Provider,1,Mental Health,1,0.9783,0.9179,0.8994,0.0031,19.442842
6399-1-1,Single Provider,1,Mental Health,1,0.9783,1.0033,0.3942,0.0507,62.089855
6559-1-3,Medium Practice,3,Mental Health,1,0.9785,0.932,0.8354,0.0051,13.45481
7345-1-2,Small Practice,2,Mental Health,1,0.9785,0.9996,0.9858,0,16.595815
4653-1-1,Single Provider,1,Mental Health,1,0.9786,0.9336,0.8336,0.0223,25.767977
5670-1-2,Small Practice,2,Mental Health,1,0.9786,0.9099,0.8556,0.0107,25.529979
2420-1-4,Big Practice,4,Mental Health,1,0.9787,0.8534,0.9375,0.0056,18.49403265
5310-1-4,Big Practice,4,Mental Health,1,0.9789,0.7033,0.7026,0.012,30.8100865
4418-1-4,Big Practice,4,Mental Health,1,0.9791,0.8906,0.7924,0.0165,29.418407
6337-1-2,Small Practice,2,Mental Health,1,0.9791,0.9453,0.7727,0.0143,27.198024
1531-1-1,Single Provider,1,Mental Health,1,0.9792,0.9998,0.8864,0.0119,27.151697
4946-1-3,Medium Practice,3,Mental Health,1,0.9793,0.9779,0.813,0.0149,29.877324
5268-1-1,Single Provider,1,Mental Health,1,0.9793,0.8593,0.8363,0.0099,24.68251
3709-1-1,Single Provider,1,Mental Health,1,0.9794,0.7024,0.8454,0.0036,21.062857
226-1-4,Big Practice,4,Mental Health,1,0.9795,0.9606,0.799,0.0181,42.09221692
3158-1-1,Single Provider,1,Mental Health,1,0.9797,0.9566,0.9106,0,15.09292
3657-1-2,Small Practice,2,Mental Health,1,0.9797,0.8828,0.7883,0.0022,18.812752
4592-1-2,Small Practice,2,Mental Health,1,0.9798,0.7441,0.6186,0.0395,37.315843
4751-1-3,Medium Practice,3,Mental Health,1,0.9798,0.8273,0.4293,0.0025,34.31405
6264-1-2,Small Practice,2,Mental Health,1,0.9798,1.0075,0.1602,0.395,102.541063
7033-1-2,Small Practice,2,Mental Health,1,0.9799,1,0.7919,0,31.939863
3241-1-4,Big Practice,4,Mental Health,1,0.98,0.9927,0.8901,0.0136,29.51444
3903-1-4,Big Practice,4,Mental Health,1,0.98,0.9929,0.7406,0.0599,37.134529
4895-1-2,Small Practice,2,Mental Health,1,0.98,0.7753,0.82,0.01,27.91
2804-1-2,Small Practice,2,Mental Health,1,0.9801,0.906,0.6207,0.0107,30.247823
5424-1-1,Single Provider,1,Mental Health,1,0.9801,0.9965,0.8104,0.0234,25.378474
6975-1-2,Small Practice,2,Mental Health,1,0.9801,0.7311,0.702,0.0132,34.557823
5387-1-4,Big Practice,4,Mental Health,1,0.9802,0.9469,0.9081,0.0213,22.676161
5772-1-4,Big Practice,4,Mental Health,1,0.9802,0.94,0.8799,0.0216,20.786409
6449-1-2,Small Practice,2,Mental Health,1,0.9802,0.9632,0.6829,0.0579,41.406107
948-1-1,Single Provider,1,Mental Health,1,0.9802,0.8366,0.8493,0.0076,28.080854
3409-1-4,Big Practice,4,Mental Health,1,0.9803,0.9847,0.9435,0.0049,17.841682
1110-1-1,Single Provider,1,Mental Health,1,0.9805,0.8598,0.8506,0.0422,26.865574
4498-1-4,Big Practice,4,Mental Health,1,0.9805,0.8728,0.829,0.0096,23.744039
74-1-2,Small Practice,2,Mental Health,1,0.9805,1,0.9772,0,26.544262
4340-1-1,Single Provider,1,Mental Health,1,0.9806,0.9454,0.9152,0,29.655943
6798-1-2,Small Practice,2,Mental Health,1,0.9806,0.7788,0.8007,0.0056,15.889072
3917-1-3,Medium Practice,3,Mental Health,1,0.9807,0.934,0.934,0.0036,15.088172
6703-1-2,Small Practice,2,Mental Health,1,0.9807,0.7821,0.8668,0.0054,20.479341
7014-1-2,Small Practice,2,Mental Health,1,0.9807,0.9824,0.3298,0.4882,110.030172
4896-1-3,Medium Practice,3,Mental Health,1,0.9809,0.9251,0.7311,0.0363,35.986766
6225-1-3,Medium Practice,3,Mental Health,1,0.981,0.9885,0.9242,0.009,13.897273
1196-1-1,Single Provider,1,Mental Health,1,0.9811,0.8259,0.8559,0.0015,22
2954-1-4,Big Practice,4,Mental Health,1,0.9811,0.812,0.797,0.0231,25.795184
6201-1-1,Single Provider,1,Mental Health,1,0.9811,0.8878,0.8491,0.0314,30.046414
5300-1-3,Medium Practice,3,Mental Health,1,0.9812,0.9472,0.8879,0,21.155643
4828-1-2,Small Practice,2,Mental Health,1,0.9813,1,0.9625,0,16.278481
5130-1-2,Small Practice,2,Mental Health,1,0.9813,0.8865,0.8508,0.009,22.929865
2053-1-1,Single Provider,1,Mental Health,1,0.9814,0.9748,0.6553,0.0683,45.506289
4351-1-2,Small Practice,2,Mental Health,1,0.9815,0.8538,0.7757,0.0107,27.297625
6270-1-3,Medium Practice,3,Mental Health,1,0.9816,0.9557,0.8933,0.0077,23.701834
6415-1-3,Medium Practice,3,Mental Health,1,0.9818,0.3753,0.565,0.0034,17.107546
126-1-3,Medium Practice,3,Mental Health,1,0.9819,0.9256,0.8043,0.0156,32.199014
3425-1-4,Big Practice,4,Mental Health,1,0.9819,0.8203,0.8457,0.0076,18.90557
6098-1-1,Single Provider,1,Mental Health,1,0.9819,0.8274,0.6506,0.012,33.780392
6318-1-1,Single Provider,1,Mental Health,1,0.9819,0.985,0.8367,0.0423,31.529145
2740-1-2,Small Practice,2,Mental Health,1,0.982,0.9557,0.9231,0.0086,16.539794
2945-1-1,Single Provider,1,Mental Health,1,0.982,0.9551,0.8327,0.008,27.320162
6251-1-1,Single Provider,1,Mental Health,1,0.982,1,0.9369,0.003,23.366366
7707-1-2,Small Practice,2,Mental Health,1,0.982,0.5165,0.5135,0,24.34375
5982-1-1,Single Provider,1,Mental Health,1,0.9821,0.8854,0.8143,0.0447,29.318807
7079-1-1,Single Provider,1,Mental Health,1,0.9821,1,0.375,0.0595,56.601227
393-1-4,Big Practice,4,Mental Health,1,0.9822,0.8819,0.8447,0.0088,24.43498814
6384-1-1,Single Provider,1,Mental Health,1,0.9822,0.9077,0.9109,0.0012,16.585834
6586-1-1,Single Provider,1,Mental Health,1,0.9822,0.8302,0.8147,0.0236,27.393031
1629-1-2,Small Practice,2,Mental Health,1,0.9823,0.9965,0.7736,0,33.220676
5018-1-1,Single Provider,1,Mental Health,1,0.9823,0.8178,0.7842,0.0146,27.193428
96-1-3,Medium Practice,3,Mental Health,1,0.9823,0.832,0.8675,0.0021,16.761263
611-1-4,Big Practice,4,Mental Health,1,0.9825,0.989,0.8235,0.011,27.58899178
1668-1-3,Medium Practice,3,Mental Health,1,0.9826,0.8742,0.8464,0.0162,29.94152875
2657-1-4,Big Practice,4,Mental Health,1,0.9826,0.9363,0.5541,0.0697,44.4076
4875-1-4,Big Practice,4,Mental Health,1,0.9826,0.891,0.8165,0.0129,32.464295
7357-1-2,Small Practice,2,Mental Health,1,0.9827,0.7972,0.8519,0.0038,16.565875
5610-1-4,Big Practice,4,Mental Health,1,0.9828,0.7704,0.7304,0.0197,29.3620755
6208-1-1,Single Provider,1,Mental Health,1,0.9828,0.8358,0.8956,0.0075,18.856018
6713-1-1,Single Provider,1,Mental Health,1,0.9828,0.8487,0.7917,0,17.886121
5836-1-4,Big Practice,4,Mental Health,1,0.9829,0.91,0.742,0.0054,24.4433165
7802-1-1,Single Provider,1,Mental Health,1,0.9829,0.9956,0.9188,0,33.653846
272-1-1,Single Provider,1,Mental Health,1,0.9831,0.9956,0.9012,0.0118,25.682432
4222-1-2,Small Practice,2,Mental Health,1,0.9831,0.7411,0.815,0.0024,23.544118
5655-1-4,Big Practice,4,Mental Health,1,0.9831,1,0.9532,0.0092,13.950794
6191-1-1,Single Provider,1,Mental Health,1,0.9831,0.9495,0.8964,0,23.547884
5256-1-4,Big Practice,4,Mental Health,1,0.9832,0.0659,0.3778,0.0107,34.703125
5975-1-1,Single Provider,1,Mental Health,1,0.9832,1.0113,0.9142,0.0218,18.793012
6065-1-3,Medium Practice,3,Mental Health,1,0.9832,0.9469,0.7707,0.0419,37.058761
852-1-1,Single Provider,1,Mental Health,1,0.9832,0.9903,0.3826,0.1913,71.855634
3405-1-3,Medium Practice,3,Mental Health,1,0.9833,0.837,0.8262,0.0152,26.09962
5515-1-2,Small Practice,2,Mental Health,1,0.9833,0.9961,0.5667,0.0167,44.22807
6025-1-1,Single Provider,1,Mental Health,1,0.9833,0.8963,0.7883,0.004,27.669926
7173-1-2,Small Practice,2,Mental Health,1,0.9833,0.6436,0.701,0.0052,14.119398
7204-1-1,Single Provider,1,Mental Health,1,0.9833,1,0.8917,0,13.09009
5585-1-4,Big Practice,4,Mental Health,1,0.9834,0.8944,0.8401,0.0259,36.01483108
344-1-1,Single Provider,1,Mental Health,1,0.9835,0.978,0.9752,0.0017,14.282411
3578-1-1,Single Provider,1,Mental Health,1,0.9836,0.7201,0.8457,0.0144,21.723952
6571-1-1,Single Provider,1,Mental Health,1,0.9837,0.6895,0.7063,0.0098,24.071485
1187-1-2,Small Practice,2,Mental Health,1,0.9839,0.9983,0.0731,0.0002,37.288889
3755-1-2,Small Practice,2,Mental Health,1,0.9839,0.9637,0.5726,0.0878,53.241325
5576-1-1,Single Provider,1,Mental Health,1,0.9839,0.8396,0.8125,0.0363,28.374741
7832-1-1,Single Provider,1,Mental Health,1,0.9839,0.9582,0.2258,0,49.016667
7892-1-2,Small Practice,2,Mental Health,1,0.9839,1,0.9157,0.0087,24.045849
2880-1-4,Big Practice,4,Mental Health,1,0.984,0.8908,0.9426,0.0041,16.538741
4803-1-4,Big Practice,4,Mental Health,1,0.984,0.9354,0.8983,0.0125,20.160361
85-1-1,Single Provider,1,Mental Health,1,0.9841,0.9386,0.6386,0.0318,40.189066
4910-1-2,Small Practice,2,Mental Health,1,0.9842,0.7072,0.7342,0.0172,22.793162
3898-1-3,Medium Practice,3,Mental Health,1,0.9843,1.0053,0.8178,0.0136,28.32997
4999-1-4,Big Practice,4,Mental Health,1,0.9843,0.9562,0.8513,0.0142,29.044456
6375-1-1,Single Provider,1,Mental Health,1,0.9843,0.9493,0.5135,0.0673,49.300226
5377-1-2,Small Practice,2,Mental Health,1,0.9844,0.9246,0.8777,0.0095,18.032817
5485-1-2,Small Practice,2,Mental Health,1,0.9844,0.7813,0.8233,0.0086,21.074879
6425-1-1,Single Provider,1,Mental Health,1,0.9845,0.9964,0.8311,0.0311,24.601167
89-1-1,Single Provider,1,Mental Health,1,0.9846,0.797,0.4661,0.0474,51.22619
1613-1-1,Single Provider,1,Mental Health,1,0.9847,0.9849,0.8344,0.0054,31.924009
159-1-2,Small Practice,2,Mental Health,1,0.9848,1.0078,0.6728,0.0143,35.179323
3889-1-2,Small Practice,2,Mental Health,1,0.9849,0.9749,0.8425,0.0197,31.527877
4871-1-1,Single Provider,1,Mental Health,1,0.9849,0.7372,0.7451,0.0012,23.696275
6988-1-1,Single Provider,1,Mental Health,1,0.9849,0.9938,0.9441,0,23.176344
890-1-2,Small Practice,2,Mental Health,1,0.9849,0.9936,0.8965,0.007,26.767967
7189-1-1,Single Provider,1,Mental Health,1,0.985,1.0324,0.842,0.015,28.812144
7477-1-1,Single Provider,1,Mental Health,1,0.9851,0.9708,0.9405,0.0074,16.18797
4431-1-1,Single Provider,1,Mental Health,1,0.9852,0.4389,0.5788,0,20.684615
6582-1-1,Single Provider,1,Mental Health,1,0.9852,0.8305,0.7389,0.032,40.376559
600-1-2,Small Practice,2,Mental Health,1,0.9853,0.9686,0.7526,0.0353,35.765576
7402-1-1,Single Provider,1,Mental Health,1,0.9854,0.7163,0.7379,0,21.320988
458-1-1,Single Provider,1,Mental Health,1,0.9855,0.9586,0.5947,0.0205,36.639566
6731-1-2,Small Practice,2,Mental Health,1,0.9855,0.9214,0.5434,0.0267,122.595156
